dataset_id,agg_title_similarity,agg_description_similarity,avg_title_similarity,avg_description_similarity,num_keywords,title,description,keywords,outlier_type
http://data.europa.eu/88u/dataset/lp-minerals-area-of-preferred-extension-to-existing-salt-mine,0.8727269172668457,1.0,0.8727269172668457,1.0,1,LP Minerals Area of Preferred Extension to Existing Salt Mine,Area of Preferred Extension to Existing Salt Mine,Area of Preferred Extension to Existing Salt Mine,high
http://data.europa.eu/88u/dataset/local-nature-reserves3,0.737565279006958,0.6165140867233276,0.737565279006958,0.6165140867233276,1,Local Nature Reserves,Areas designated as Local Nature Reserves. Upon accessing this Licensed Data you will be deemed to have accepted the terms of the Public Sector End User Licence - INSPIRE ,nature_reserve,high
http://data.europa.eu/88u/dataset/rowbridleways,0.5219708681106567,0.6793904900550842,0.5219708681106567,0.6793904900550842,1,ROWBRIDLEWAYS,"
Public Bridleways, a category of Public Rights of Way
",Bridleways,high
http://data.europa.eu/88u/dataset/ward-profile-jan-2020-fortune-green-ward,0.731468915939331,0.5469344258308411,0.731468915939331,0.5469344258308411,1,Ward Profile Jan-2020 Fortune Green ward,"This updated profile incorporate the most recent ward data available from population forecasts, from surveys and from administrative data to give the best current view of the local population. They include current population and forecast changes; household income levels and deprivation; local workplace employment levels; levels of welfare claimants and unemployment benefit recipients; life expectancy and crime.",ward profile,high
http://data.europa.eu/88u/dataset/am_s_macclesfieldboroughcouncillocalplansavedpolicies_point_20172,0.3027265965938568,0.6625593304634094,0.3027265965938568,0.6625593304634094,1,AM_S_MacclesfieldBoroughCouncilLocalPlanSavedPolicies_POINT_2017,Point data to indicate sites and policies within Macclesfield Borough Local Plan saved policies,Macclesfield Local Plan Saved Policies,high
http://data.europa.eu/88u/dataset/camden-autism-needs-assessment,0.7610912322998047,0.7229160070419312,0.6963639259338379,0.6614353656768799,2,Camden Autism Needs Assessment,This needs assessment focuses on the needs of adults with autism   in Camden,autism; autism needs assessment,high
http://data.europa.eu/88u/dataset/york-ward-profiles-2020-21-q1,0.750669002532959,0.592833399772644,0.750669002532959,0.592833399772644,1,York Ward Profiles 2020-21 Q1,"These are the York ward profiles containing information up to June 2020 on the 21 electoral wards using the __post May 2015 election boundaries.__
",ward profiles,high
http://data.europa.eu/88u/dataset/halton-local-wildlife-sites,0.7847278118133545,0.745083749294281,0.7847278118133545,0.745083749294281,1,Halton Local Wildlife Sites,Dataset showing Local Wildlife Sites within the Councils administrative area. Areas recorded as polygons,Local Wildlife Sites,high
http://data.europa.eu/88u/dataset/ward-profile-jan-2020-cantelowes-ward,0.7823909521102905,0.5469344258308411,0.7823909521102905,0.5469344258308411,1,Ward Profile Jan-2020 Cantelowes ward,"This updated profile incorporate the most recent ward data available from population forecasts, from surveys and from administrative data to give the best current view of the local population. They include current population and forecast changes; household income levels and deprivation; local workplace employment levels; levels of welfare claimants and unemployment benefit recipients; life expectancy and crime.",ward profile,high
http://data.europa.eu/88u/dataset/orthomosaic-imagery-for-the-south-saskatchewan-river-canada,0.6460311412811279,0.6060360670089722,0.6460311412811279,0.6060360670089722,1,"Orthomosaic imagery for the South Saskatchewan River, Canada","Data were collected in 2015, 2016 and 2017 to provide high resolution imagery for two sections of the South Saskatchewan River, Canada. Photographs were acquired using conventional aerial plane images with a 0.06m ground resolution, captured at a height of approximately 1500m from a fixed-wing aeroplane with an UltraCamXp sensor. Imagery was obtained on four occasions (13th May 2015; 2nd Sept 2016; 8th June 2017; and 12th June 2017). The dataset consists of eight orthomosaics; one for each of the two river sections on each of the four dates. Images were collected as part of NERC project NE/L00738X/1. Full details about this dataset can be found at https://doi.org/10.5285/7473d4f9-c9a7-40ad-9f58-e58e25997fc5",South Saskatchewan River,high
